OrderID,OrderDate,CustomerID,CustomerName,Region,SalesChannel,ProductID,ProductName,Category,BusinessLine,UnitPrice,Quantity,Discount,Revenue,Cost,Profit,CustomerTenureMonths,CustomerSegment,Industry,LastPurchaseDaysAgo
O002834,2024-11-04,C0016,Customer 016,Malaysia,Retail,S001,Smart Home Controller,IoT Devices,Smart Devices,180,7,0.07,1171.8,630,541.8,82,SME,Smart Home,177
O002835,2023-01-26,C0061,Customer 061,Thailand,Online,A002,Control Unit Module,Electronics,Autonomous,780,6,0.05,4446.0,2520,1926.0,2,SME,Medical Distributors,118
O002836,2025-06-29,C0103,Customer 103,Malaysia,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,3,0.09,68250.0,45000,23250.0,59,Retail,Medical Distributors,35
O002837,2025-10-18,C0086,Customer 086,Indonesia,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,5,0.15,36125.0,25000,11125.0,33,Enterprise,Robotics,12
O002838,2024-06-07,C0190,Customer 190,Malaysia,Direct Sales,A003,Sensor Processing Unit,Electronics,Autonomous,620,4,0.07,2306.4,1400,906.4,54,Retail,Smart Home,88
O002839,2023-06-10,C0108,Customer 108,Singapore,Retail,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,7,0.08,611.8,315,296.8,35,SME,Robotics,86
O002840,2024-12-08,C0048,Customer 048,Malaysia,Distributor,M002,Operating Table,Medical Equipment,Medical,18000,1,0.15,15300.0,11000,4300.0,10,Enterprise,Robotics,114
O002841,2025-12-20,C0079,Customer 079,Malaysia,Online,A002,Control Unit Module,Electronics,Autonomous,780,5,0.04,3744.0,2100,1644.0,49,Enterprise,Medical Distributors,10
O002842,2024-10-07,C0120,Customer 120,Malaysia,Retail,A004,Robotics Motion Controller,Electronics,Autonomous,950,7,0.02,6517.0,3780,2737.0,42,Enterprise,Industrial Automation,55
O002843,2023-12-08,C0093,Customer 093,Thailand,Online,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,5,0.08,1472.0,850,622.0,75,Enterprise,Industrial Automation,156
O002844,2025-04-30,C0143,Customer 143,China,Online,M001,Surgical Light System,Medical Equipment,Medical,12000,2,0.07,22320.0,14000,8320.0,89,SME,Robotics,122
O002845,2025-10-02,C0199,Customer 199,Indonesia,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,4,0.09,30940.0,20000,10940.0,93,Retail,Hospital Systems,37
O002846,2023-09-27,C0066,Customer 066,Thailand,Direct Sales,A003,Sensor Processing Unit,Electronics,Autonomous,620,3,0.03,1804.2,1050,754.2,18,Retail,Medical Distributors,68
O002847,2024-03-23,C0201,Customer 201,Thailand,Direct Sales,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,3,0.14,21930.0,15000,6930.0,84,Enterprise,Industrial Automation,21
O002848,2024-01-01,C0143,Customer 143,China,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.07,23250.0,15000,8250.0,89,SME,Robotics,122
O002849,2024-12-21,C0139,Customer 139,Indonesia,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.09,7735.0,5000,2735.0,44,SME,Industrial Automation,8
O002850,2024-07-25,C0219,Customer 219,Malaysia,Online,A002,Control Unit Module,Electronics,Autonomous,780,7,0.07,5077.8,2940,2137.8,87,SME,Smart Home,169
O002851,2024-10-12,C0206,Customer 206,Thailand,Retail,S001,Smart Home Controller,IoT Devices,Smart Devices,180,5,0.02,882.0,450,432.0,42,Retail,Hospital Systems,15
O002852,2025-04-07,C0078,Customer 078,Malaysia,Retail,A004,Robotics Motion Controller,Electronics,Autonomous,950,8,0.04,7296.0,4320,2976.0,53,SME,Consumer Electronics,172
O002853,2025-07-09,C0031,Customer 031,Indonesia,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.06,23500.0,15000,8500.0,77,Retail,Hospital Systems,83
O002854,2023-01-07,C0189,Customer 189,Indonesia,Online,S001,Smart Home Controller,IoT Devices,Smart Devices,180,6,0.1,972.0,540,432.0,77,Enterprise,Robotics,131
O002855,2023-12-19,C0152,Customer 152,Indonesia,Direct Sales,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,6,0.06,535.8,270,265.8,7,Enterprise,Hospital Systems,142
O002856,2025-05-06,C0135,Customer 135,China,Retail,A003,Sensor Processing Unit,Electronics,Autonomous,620,7,0.04,4166.4,2450,1716.4,91,Retail,Technology,40
O002857,2023-03-01,C0122,Customer 122,Thailand,Distributor,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,7,0.01,2217.6,1190,1027.6,3,Retail,Technology,139
O002858,2025-10-27,C0032,Customer 032,China,Retail,M002,Operating Table,Medical Equipment,Medical,18000,1,0.17,14940.0,11000,3940.0,40,Enterprise,Consumer Electronics,62
O002859,2024-10-27,C0184,Customer 184,China,Distributor,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,6,0.04,1843.2,1020,823.2,91,Enterprise,Robotics,41
O002860,2025-08-24,C0022,Customer 022,China,Direct Sales,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,5,0.08,437.0,225,212.0,47,Retail,Industrial Automation,57
O002861,2023-02-16,C0047,Customer 047,Malaysia,Retail,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,7,0.08,901.6,490,411.6,18,Enterprise,Technology,109
O002862,2024-01-31,C0216,Customer 216,Thailand,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,4,0.12,88000.0,60000,28000.0,36,Enterprise,Industrial Automation,3
O002863,2024-05-05,C0092,Customer 092,Indonesia,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.1,22500.0,15000,7500.0,71,SME,Industrial Automation,1
O002864,2024-02-14,C0042,Customer 042,Indonesia,Distributor,A002,Control Unit Module,Electronics,Autonomous,780,4,0.08,2870.4,1680,1190.4,28,Enterprise,Technology,139
O002865,2023-03-05,C0073,Customer 073,Malaysia,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,3,0.06,23970.0,15000,8970.0,75,SME,Consumer Electronics,142
O002866,2025-06-27,C0062,Customer 062,Indonesia,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,3,0.1,22950.0,15000,7950.0,10,Retail,Medical Distributors,138
O002867,2025-10-21,C0063,Customer 063,Malaysia,Direct Sales,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,8,0.1,684.0,360,324.0,45,SME,Automotive OEM,18
O002868,2024-11-09,C0047,Customer 047,Malaysia,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,3,0.13,65250.0,45000,20250.0,18,Enterprise,Technology,109
O002869,2023-05-24,C0079,Customer 079,Malaysia,Direct Sales,M001,Surgical Light System,Medical Equipment,Medical,12000,2,0.15,20400.0,14000,6400.0,49,Enterprise,Medical Distributors,10
O002870,2025-04-12,C0113,Customer 113,Singapore,Retail,S001,Smart Home Controller,IoT Devices,Smart Devices,180,5,0.07,837.0,450,387.0,62,Retail,Industrial Automation,2
O002871,2023-05-25,C0199,Customer 199,Indonesia,Online,A003,Sensor Processing Unit,Electronics,Autonomous,620,2,0.09,1128.4,700,428.4,93,Retail,Hospital Systems,37
O002872,2023-09-05,C0011,Customer 011,Thailand,Direct Sales,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,9,0.07,1171.8,630,541.8,6,SME,Medical Distributors,170
O002873,2023-05-03,C0044,Customer 044,China,Retail,A001,Advanced PCB Board,Electronics,Autonomous,450,7,0.09,2866.5,1750,1116.5,85,Enterprise,Medical Distributors,111
O002874,2023-03-23,C0108,Customer 108,Singapore,Retail,A002,Control Unit Module,Electronics,Autonomous,780,6,0.08,4305.6,2520,1785.6,35,SME,Robotics,86
O002875,2025-11-13,C0186,Customer 186,Singapore,Retail,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,5,0.07,441.75,225,216.75,83,SME,Medical Distributors,40
O002876,2023-09-12,C0044,Customer 044,China,Distributor,M002,Operating Table,Medical Equipment,Medical,18000,1,0.16,15120.0,11000,4120.0,85,Enterprise,Medical Distributors,111
O002877,2023-08-17,C0155,Customer 155,China,Distributor,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,5,0.06,658.0,350,308.0,33,Enterprise,Hospital Systems,123
O002878,2024-11-26,C0187,Customer 187,China,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.09,45500.0,30000,15500.0,66,Retail,Smart Home,70
O002879,2024-03-06,C0163,Customer 163,Malaysia,Direct Sales,A001,Advanced PCB Board,Electronics,Autonomous,450,5,0.05,2137.5,1250,887.5,21,Enterprise,Medical Distributors,1
O002880,2023-06-01,C0201,Customer 201,Thailand,Retail,A004,Robotics Motion Controller,Electronics,Autonomous,950,4,0.08,3496.0,2160,1336.0,84,Enterprise,Industrial Automation,21
O002881,2024-06-16,C0112,Customer 112,China,Online,A002,Control Unit Module,Electronics,Autonomous,780,7,0.08,5023.2,2940,2083.2,50,Enterprise,Industrial Automation,150
O002882,2024-11-08,C0027,Customer 027,Indonesia,Online,A004,Robotics Motion Controller,Electronics,Autonomous,950,4,0.07,3534.0,2160,1374.0,15,Retail,Consumer Electronics,76
O002883,2023-03-15,C0046,Customer 046,Singapore,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,3,0.13,65250.0,45000,20250.0,14,Enterprise,Consumer Electronics,64
O002884,2023-02-23,C0069,Customer 069,Thailand,Online,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.07,7905.0,5000,2905.0,7,SME,Smart Home,24
O002885,2024-08-19,C0136,Customer 136,China,Distributor,A001,Advanced PCB Board,Electronics,Autonomous,450,5,0.11,2002.5,1250,752.5,79,Enterprise,Smart Home,138
O002886,2024-09-16,C0218,Customer 218,Thailand,Retail,A004,Robotics Motion Controller,Electronics,Autonomous,950,5,0.07,4417.5,2700,1717.5,78,Retail,Robotics,91
O002887,2023-11-13,C0083,Customer 083,Indonesia,Distributor,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,3,0.04,403.2,210,193.2,4,SME,Consumer Electronics,30
O002888,2024-08-21,C0143,Customer 143,China,Online,A003,Sensor Processing Unit,Electronics,Autonomous,620,6,0.07,3459.6,2100,1359.6,89,SME,Robotics,122
O002889,2023-02-27,C0163,Customer 163,Malaysia,Online,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,3,0.09,23205.0,15000,8205.0,21,Enterprise,Medical Distributors,1
O002890,2023-01-25,C0162,Customer 162,Malaysia,Online,A001,Advanced PCB Board,Electronics,Autonomous,450,4,0.08,1656.0,1000,656.0,85,SME,Smart Home,21
O002891,2025-11-24,C0070,Customer 070,China,Retail,A003,Sensor Processing Unit,Electronics,Autonomous,620,9,0.07,5189.4,3150,2039.4,1,Retail,Hospital Systems,86
O002892,2023-12-15,C0175,Customer 175,China,Distributor,A002,Control Unit Module,Electronics,Autonomous,780,4,0.11,2776.8,1680,1096.8,75,Retail,Automotive OEM,112
O002893,2025-10-23,C0149,Customer 149,Indonesia,Online,A002,Control Unit Module,Electronics,Autonomous,780,7,0.05,5187.0,2940,2247.0,25,Retail,Automotive OEM,56
O002894,2025-09-20,C0135,Customer 135,China,Distributor,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,11,0.07,971.85,495,476.85,91,Retail,Technology,40
O002895,2025-09-14,C0008,Customer 008,Singapore,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,3,0.09,68250.0,45000,23250.0,45,SME,Consumer Electronics,155
O002896,2023-01-30,C0012,Customer 012,Malaysia,Direct Sales,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,7,0.03,645.05,315,330.05,30,Retail,Medical Distributors,26
O002897,2024-09-25,C0110,Customer 110,Malaysia,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.04,16320.0,10000,6320.0,91,SME,Automotive OEM,55
O002898,2023-09-02,C0110,Customer 110,Malaysia,Distributor,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,5,0.06,446.5,225,221.5,91,SME,Automotive OEM,55
O002899,2025-07-29,C0153,Customer 153,Thailand,Direct Sales,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,4,0.11,1139.2,680,459.2,82,SME,Automotive OEM,126
O002900,2025-12-09,C0135,Customer 135,China,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,3,0.06,23970.0,15000,8970.0,91,Retail,Technology,40
O002901,2023-03-09,C0135,Customer 135,China,Direct Sales,A003,Sensor Processing Unit,Electronics,Autonomous,620,6,0.1,3348.0,2100,1248.0,91,Retail,Technology,40
O002902,2025-11-05,C0034,Customer 034,Singapore,Online,M002,Operating Table,Medical Equipment,Medical,18000,3,0.07,50220.0,33000,17220.0,17,Retail,Automotive OEM,169
O002903,2025-12-31,C0150,Customer 150,China,Direct Sales,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,10,0.12,1232.0,700,532.0,13,Enterprise,Smart Home,50
O002904,2023-04-25,C0080,Customer 080,China,Distributor,A004,Robotics Motion Controller,Electronics,Autonomous,950,6,0.07,5301.0,3240,2061.0,45,Enterprise,Technology,79
O002905,2024-01-10,C0145,Customer 145,Malaysia,Distributor,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,8,0.05,1064.0,560,504.0,40,SME,Robotics,170
O002906,2025-07-23,C0095,Customer 095,Indonesia,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.1,22500.0,15000,7500.0,85,SME,Automotive OEM,22
O002907,2024-06-28,C0097,Customer 097,Thailand,Online,S001,Smart Home Controller,IoT Devices,Smart Devices,180,10,0.04,1728.0,900,828.0,19,Enterprise,Robotics,7
O002908,2024-01-25,C0001,Customer 001,Singapore,Direct Sales,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,8,0.11,996.8,560,436.8,32,Enterprise,Smart Home,58
O002909,2023-09-29,C0061,Customer 061,Thailand,Online,S001,Smart Home Controller,IoT Devices,Smart Devices,180,5,0.04,864.0,450,414.0,2,SME,Medical Distributors,118
O002910,2024-04-11,C0198,Customer 198,Indonesia,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.13,7395.0,5000,2395.0,57,Enterprise,Medical Distributors,26
O002911,2023-04-15,C0165,Customer 165,Malaysia,Direct Sales,A002,Control Unit Module,Electronics,Autonomous,780,7,0.04,5241.6,2940,2301.6,90,Enterprise,Smart Home,117
O002912,2023-08-27,C0041,Customer 041,Singapore,Direct Sales,A004,Robotics Motion Controller,Electronics,Autonomous,950,9,0.06,8037.0,4860,3177.0,43,Enterprise,Hospital Systems,19
O002913,2023-07-24,C0004,Customer 004,Indonesia,Distributor,S001,Smart Home Controller,IoT Devices,Smart Devices,180,7,0.08,1159.2,630,529.2,92,Enterprise,Robotics,167
O002914,2024-09-06,C0019,Customer 019,Malaysia,Direct Sales,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,10,0.05,3040.0,1700,1340.0,28,Retail,Consumer Electronics,168
O002915,2023-08-17,C0125,Customer 125,Malaysia,Retail,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,12,0.06,1579.2,840,739.2,31,Retail,Automotive OEM,33
O002916,2024-02-03,C0187,Customer 187,China,Retail,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,7,0.08,2060.8,1190,870.8,66,Retail,Smart Home,70
O002917,2024-05-30,C0049,Customer 049,Indonesia,Online,A003,Sensor Processing Unit,Electronics,Autonomous,620,3,0.06,1748.4,1050,698.4,12,Enterprise,Hospital Systems,61
O002918,2023-12-28,C0212,Customer 212,Indonesia,Retail,A002,Control Unit Module,Electronics,Autonomous,780,7,0.06,5132.4,2940,2192.4,45,Enterprise,Technology,151
O002919,2024-09-05,C0197,Customer 197,Malaysia,Distributor,A001,Advanced PCB Board,Electronics,Autonomous,450,3,0.08,1242.0,750,492.0,17,SME,Hospital Systems,129
O002920,2025-10-27,C0190,Customer 190,Malaysia,Retail,A001,Advanced PCB Board,Electronics,Autonomous,450,5,0.03,2182.5,1250,932.5,54,Retail,Smart Home,88
O002921,2024-01-09,C0055,Customer 055,China,Direct Sales,A004,Robotics Motion Controller,Electronics,Autonomous,950,3,0.05,2707.5,1620,1087.5,8,SME,Automotive OEM,131
O002922,2025-11-09,C0107,Customer 107,Indonesia,Retail,A004,Robotics Motion Controller,Electronics,Autonomous,950,4,0.03,3686.0,2160,1526.0,36,SME,Robotics,113
O002923,2023-05-15,C0063,Customer 063,Malaysia,Online,A003,Sensor Processing Unit,Electronics,Autonomous,620,8,0.03,4811.2,2800,2011.2,45,SME,Automotive OEM,18
O002924,2025-06-26,C0107,Customer 107,Indonesia,Distributor,A002,Control Unit Module,Electronics,Autonomous,780,6,0.07,4352.4,2520,1832.4,36,SME,Robotics,113
O002925,2023-08-11,C0055,Customer 055,China,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.05,16150.0,10000,6150.0,8,SME,Automotive OEM,131
O002926,2024-09-17,C0068,Customer 068,Indonesia,Retail,A002,Control Unit Module,Electronics,Autonomous,780,6,0.03,4539.6,2520,2019.6,27,Enterprise,Consumer Electronics,176
O002927,2024-09-06,C0185,Customer 185,Thailand,Distributor,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,11,0.08,3238.4,1870,1368.4,12,SME,Industrial Automation,58
O002928,2023-11-13,C0174,Customer 174,Indonesia,Distributor,A002,Control Unit Module,Electronics,Autonomous,780,4,0.07,2901.6,1680,1221.6,61,Enterprise,Automotive OEM,133
O002929,2025-03-22,C0131,Customer 131,Malaysia,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.14,21500.0,15000,6500.0,88,Enterprise,Smart Home,154
O002930,2023-11-18,C0040,Customer 040,Malaysia,Retail,A002,Control Unit Module,Electronics,Autonomous,780,7,0.07,5077.8,2940,2137.8,10,SME,Hospital Systems,162
O002931,2025-05-03,C0030,Customer 030,Indonesia,Online,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,9,0.05,1197.0,630,567.0,48,SME,Automotive OEM,42
O002932,2024-06-22,C0004,Customer 004,Indonesia,Online,A004,Robotics Motion Controller,Electronics,Autonomous,950,5,0.05,4512.5,2700,1812.5,92,Enterprise,Robotics,167
O002933,2024-09-19,C0011,Customer 011,Thailand,Online,A002,Control Unit Module,Electronics,Autonomous,780,3,0.09,2129.4,1260,869.4,6,SME,Medical Distributors,170
O002934,2024-10-07,C0048,Customer 048,Malaysia,Online,A004,Robotics Motion Controller,Electronics,Autonomous,950,5,0.05,4512.5,2700,1812.5,10,Enterprise,Robotics,114
O002935,2025-03-16,C0149,Customer 149,Indonesia,Direct Sales,A003,Sensor Processing Unit,Electronics,Autonomous,620,11,0.08,6274.4,3850,2424.4,25,Retail,Automotive OEM,56
O002936,2025-04-07,C0027,Customer 027,Indonesia,Retail,M001,Surgical Light System,Medical Equipment,Medical,12000,3,0.05,34200.0,21000,13200.0,15,Retail,Consumer Electronics,76
O002937,2023-10-14,C0112,Customer 112,China,Online,A004,Robotics Motion Controller,Electronics,Autonomous,950,4,0.02,3724.0,2160,1564.0,50,Enterprise,Industrial Automation,150
O002938,2024-02-19,C0040,Customer 040,Malaysia,Online,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.05,16150.0,10000,6150.0,10,SME,Hospital Systems,162
O002939,2025-02-03,C0208,Customer 208,Indonesia,Online,M001,Surgical Light System,Medical Equipment,Medical,12000,1,0.06,11280.0,7000,4280.0,22,SME,Automotive OEM,45
O002940,2025-02-22,C0002,Customer 002,Malaysia,Distributor,A002,Control Unit Module,Electronics,Autonomous,780,7,0.13,4750.2,2940,1810.2,76,SME,Medical Distributors,109
O002941,2025-10-27,C0014,Customer 014,Thailand,Online,A004,Robotics Motion Controller,Electronics,Autonomous,950,6,0.03,5529.0,3240,2289.0,90,Enterprise,Smart Home,175
O002942,2024-05-12,C0205,Customer 205,China,Online,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.08,46000.0,30000,16000.0,57,Retail,Medical Distributors,43
O002943,2025-08-20,C0005,Customer 005,Indonesia,Retail,M001,Surgical Light System,Medical Equipment,Medical,12000,3,0.08,33120.0,21000,12120.0,76,SME,Technology,72
O002944,2025-09-24,C0205,Customer 205,China,Online,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.1,7650.0,5000,2650.0,57,Retail,Medical Distributors,43
O002945,2025-02-07,C0104,Customer 104,China,Direct Sales,M001,Surgical Light System,Medical Equipment,Medical,12000,1,0.03,11640.0,7000,4640.0,57,SME,Consumer Electronics,157
O002946,2024-12-02,C0094,Customer 094,Thailand,Online,A001,Advanced PCB Board,Electronics,Autonomous,450,4,0.06,1692.0,1000,692.0,87,SME,Technology,55
O002947,2024-08-05,C0116,Customer 116,Thailand,Retail,M002,Operating Table,Medical Equipment,Medical,18000,1,0.04,17280.0,11000,6280.0,50,SME,Hospital Systems,87
O002948,2023-06-01,C0166,Customer 166,Singapore,Retail,A002,Control Unit Module,Electronics,Autonomous,780,5,0.09,3549.0,2100,1449.0,81,SME,Smart Home,151
O002949,2023-11-05,C0034,Customer 034,Singapore,Online,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,7,0.05,2128.0,1190,938.0,17,Retail,Automotive OEM,169
O002950,2023-06-30,C0105,Customer 105,Indonesia,Distributor,A004,Robotics Motion Controller,Electronics,Autonomous,950,4,0.08,3496.0,2160,1336.0,21,SME,Technology,122
O002951,2024-06-17,C0193,Customer 193,Indonesia,Online,S001,Smart Home Controller,IoT Devices,Smart Devices,180,6,0.09,982.8,540,442.8,71,SME,Consumer Electronics,140
O002952,2023-10-15,C0059,Customer 059,Indonesia,Online,M002,Operating Table,Medical Equipment,Medical,18000,1,0.1,16200.0,11000,5200.0,27,SME,Smart Home,172
O002953,2025-01-09,C0092,Customer 092,Indonesia,Distributor,A004,Robotics Motion Controller,Electronics,Autonomous,950,6,0.07,5301.0,3240,2061.0,71,SME,Industrial Automation,1
O002954,2025-08-17,C0185,Customer 185,Thailand,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.06,7990.0,5000,2990.0,12,SME,Industrial Automation,58
O002955,2024-02-12,C0134,Customer 134,Thailand,Online,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,9,0.05,812.25,405,407.25,63,Enterprise,Industrial Automation,28
O002956,2023-02-17,C0132,Customer 132,Singapore,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.07,46500.0,30000,16500.0,45,Retail,Hospital Systems,137
O002957,2025-05-25,C0199,Customer 199,Indonesia,Retail,A003,Sensor Processing Unit,Electronics,Autonomous,620,3,0.08,1711.2,1050,661.2,93,Retail,Hospital Systems,37
O002958,2025-12-18,C0006,Customer 006,Singapore,Online,M001,Surgical Light System,Medical Equipment,Medical,12000,2,0.03,23280.0,14000,9280.0,90,Retail,Automotive OEM,109
O002959,2025-06-14,C0041,Customer 041,Singapore,Online,M001,Surgical Light System,Medical Equipment,Medical,12000,3,0.16,30240.0,21000,9240.0,43,Enterprise,Hospital Systems,19
O002960,2025-10-04,C0136,Customer 136,China,Online,A001,Advanced PCB Board,Electronics,Autonomous,450,6,0.07,2511.0,1500,1011.0,79,Enterprise,Smart Home,138
O002961,2023-06-04,C0035,Customer 035,China,Direct Sales,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,4,0.08,1177.6,680,497.6,34,Retail,Automotive OEM,136
O002962,2023-08-19,C0042,Customer 042,Indonesia,Distributor,S001,Smart Home Controller,IoT Devices,Smart Devices,180,4,0.1,648.0,360,288.0,28,Enterprise,Technology,139
O002963,2023-06-29,C0079,Customer 079,Malaysia,Retail,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,10,0.08,2944.0,1700,1244.0,49,Enterprise,Medical Distributors,10
O002964,2024-01-26,C0215,Customer 215,Singapore,Retail,M002,Operating Table,Medical Equipment,Medical,18000,1,0.16,15120.0,11000,4120.0,74,Enterprise,Consumer Electronics,76
O002965,2025-08-11,C0042,Customer 042,Indonesia,Distributor,A004,Robotics Motion Controller,Electronics,Autonomous,950,5,0.12,4180.0,2700,1480.0,28,Enterprise,Technology,139
O002966,2023-05-30,C0176,Customer 176,China,Online,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.06,47000.0,30000,17000.0,45,Retail,Technology,105
O002967,2025-06-04,C0077,Customer 077,Malaysia,Retail,M001,Surgical Light System,Medical Equipment,Medical,12000,1,0.07,11160.0,7000,4160.0,53,Retail,Automotive OEM,7
O002968,2023-01-14,C0044,Customer 044,China,Retail,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,12,0.03,3724.8,2040,1684.8,85,Enterprise,Medical Distributors,111
O002969,2024-04-06,C0023,Customer 023,Malaysia,Retail,A002,Control Unit Module,Electronics,Autonomous,780,6,0.03,4539.6,2520,2019.6,7,SME,Medical Distributors,29
O002970,2024-04-01,C0141,Customer 141,Thailand,Online,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,7,0.04,2150.4,1190,960.4,36,Retail,Consumer Electronics,153
O002971,2024-02-15,C0157,Customer 157,Indonesia,Online,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,9,0.11,2563.2,1530,1033.2,20,SME,Hospital Systems,39
O002972,2023-11-09,C0178,Customer 178,China,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.04,16320.0,10000,6320.0,85,SME,Smart Home,103
O002973,2024-01-07,C0173,Customer 173,Malaysia,Direct Sales,M002,Operating Table,Medical Equipment,Medical,18000,2,0.07,33480.0,22000,11480.0,87,Retail,Hospital Systems,69
O002974,2023-03-22,C0125,Customer 125,Malaysia,Online,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.1,45000.0,30000,15000.0,31,Retail,Automotive OEM,33
O002975,2024-11-01,C0088,Customer 088,Singapore,Distributor,A002,Control Unit Module,Electronics,Autonomous,780,5,0.12,3432.0,2100,1332.0,80,Retail,Consumer Electronics,81
O002976,2024-02-18,C0130,Customer 130,China,Distributor,A001,Advanced PCB Board,Electronics,Autonomous,450,10,0.09,4095.0,2500,1595.0,10,SME,Robotics,152
O002977,2024-07-09,C0119,Customer 119,Singapore,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,3,0.16,21420.0,15000,6420.0,18,Enterprise,Industrial Automation,119
O002978,2023-02-25,C0001,Customer 001,Singapore,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.09,45500.0,30000,15500.0,32,Enterprise,Smart Home,58
O002979,2025-02-07,C0217,Customer 217,Indonesia,Retail,M001,Surgical Light System,Medical Equipment,Medical,12000,3,0.09,32760.0,21000,11760.0,78,Retail,Hospital Systems,128
O002980,2024-03-03,C0053,Customer 053,Thailand,Direct Sales,A003,Sensor Processing Unit,Electronics,Autonomous,620,3,0.06,1748.4,1050,698.4,75,Enterprise,Hospital Systems,139
O002981,2025-03-28,C0191,Customer 191,Indonesia,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.16,7140.0,5000,2140.0,37,Enterprise,Hospital Systems,77
O002982,2023-09-13,C0155,Customer 155,China,Distributor,M002,Operating Table,Medical Equipment,Medical,18000,5,0.13,78300.0,55000,23300.0,33,Enterprise,Hospital Systems,123
O002983,2025-11-23,C0125,Customer 125,Malaysia,Distributor,M002,Operating Table,Medical Equipment,Medical,18000,2,0.08,33120.0,22000,11120.0,31,Retail,Automotive OEM,33
O002984,2023-09-04,C0013,Customer 013,China,Online,A004,Robotics Motion Controller,Electronics,Autonomous,950,7,0.08,6118.0,3780,2338.0,21,Enterprise,Consumer Electronics,95
O002985,2024-10-10,C0055,Customer 055,China,Distributor,A003,Sensor Processing Unit,Electronics,Autonomous,620,9,0.07,5189.4,3150,2039.4,8,SME,Automotive OEM,131
